Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Dài,Rộng,Giá/m2,Năm,Tháng,Ngày,Ngày/Tháng/Năm
"Đường Nguyên Hồng, Phường Thành Công, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Thành Công,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,31 m²,10 m,3.06 m,"138,71 triệu/m²",2020,8,4,4/8/2020
"Đường Tân Lập, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,40 m²,10 m,3.06 m,"107,5 triệu/m²",2020,8,4,4/8/2020
"Đường Thượng Cát, Phường Thượng Cát, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Thượng Cát,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,32 m²,8 m,5 m,"45,31 triệu/m²",2020,8,4,4/8/2020
"Đường Kim Mã Thượng, Phường Cống Vị, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,35 m²,8 m,5 m,"131,43 triệu/m²",2020,8,4,4/8/2020
"Đường Tân Ấp, Phường Phúc Xá, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Phúc Xá,"Nhà mặt phố, mặt tiền",Đã có sổ,7,8 phòng,50 m²,10.4 m,4.8 m,218 triệu/m²,2020,8,4,4/8/2020
"Đường Nguyễn Lương Bằng, Phường Văn Chương, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Văn Chương,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,25 m²,10.4 m,4.8 m,"85,4 triệu/m²",2020,8,4,4/8/2020
"Đường Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",Huyện Hoài Đức,Xã Kim Chung,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,50 m²,14 m,3.6 m,51 triệu/m²,2020,8,4,4/8/2020
"Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,4,6 phòng,60 m²,12 m,5 m,"83,33 triệu/m²",2020,8,4,4/8/2020
"nguyên hồng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,36.5 m²,10 m,3.65 m,"95,92 triệu/m²",2020,8,4,4/8/2020
"đường tam khương, Phường Kim Liên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,40 m²,10 m,3.65 m,"92,5 triệu/m²",2020,8,4,4/8/2020
"quang trung, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,36 m²,9 m,4 m,"52,78 triệu/m²",2020,8,4,4/8/2020
"Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,35 m²,9 m,4 m,"85,71 triệu/m²",2020,8,4,4/8/2020
"tam trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Yên Sở,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,47 m²,9 m,4 m,"70,21 triệu/m²",2020,8,4,4/8/2020
"Cẩm Văn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,42 m²,14 m,3 m,"76,19 triệu/m²",2020,8,4,4/8/2020
"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,50 m²,14 m,3 m,110 triệu/m²,2020,8,4,4/8/2020
"KHƯƠNG ĐÌNH, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,34 m²,14 m,4 m,"111,76 triệu/m²",2020,8,4,4/8/2020
"Nguyễn Xiển, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,6 phòng,45 m²,14 m,4 m,"86,67 triệu/m²",2020,8,4,4/8/2020
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,30 m²,14 m,4 m,"93,33 triệu/m²",2020,8,4,4/8/2020
"Đường Phú Đô, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Phú Đô,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3 phòng,41 m²,14 m,4 m,"85,37 triệu/m²",2020,8,4,4/8/2020
"quang trung, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,32 m²,8 m,4 m,"53,13 triệu/m²",2020,8,4,4/8/2020
"Đường Trần Đăng Ninh, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,33 m²,8 m,3.3 m,"157,58 triệu/m²",2020,8,4,4/8/2020
"Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,5 phòng,36 m²,8 m,3.3 m,"86,11 triệu/m²",2020,8,4,4/8/2020
"Đường An Xá, Phường Phúc Xá, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Phúc Xá,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,35 m²,8 m,5 m,"107,14 triệu/m²",2020,8,4,4/8/2020
"Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,34 m²,10 m,3.4 m,"79,41 triệu/m²",2020,8,4,4/8/2020
"Đường Yên Lãng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,45 m²,10 m,4 m,"75,56 triệu/m²",2020,8,4,4/8/2020
"Đường Trương Định||1030, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,58 m²,10 m,4 m,"58,62 triệu/m²",2020,8,4,4/8/2020
"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Tả Thanh Oai,"Nhà ngõ, hẻm",Đã có sổ,5,5 phòng,39 m²,10 m,4 m,"79,49 triệu/m²",2020,8,4,4/8/2020
"Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,60 m²,10 m,4 m,"76,67 triệu/m²",2020,8,4,4/8/2020
"Tô Vĩnh Diện, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,37 m²,10 m,4 m,"129,73 triệu/m²",2020,8,4,4/8/2020
"213, Đường Giáp Nhất, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,33 m²,10 m,4 m,"96,97 triệu/m²",2020,8,4,4/8/2020
"Đường Định Công||956, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,44 m²,10 m,4 m,"113,64 triệu/m²",2020,8,4,4/8/2020
"Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,10 m,3.5 m,"67,14 triệu/m²",2020,8,4,4/8/2020
"Huyền Kỳ, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,37 m²,10 m,3.7 m,"45,68 triệu/m²",2020,8,4,4/8/2020
"Phố 8/3, Phường Quỳnh Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Quỳnh Mai,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,30 m²,8 m,4 m,100 triệu/m²,2020,8,4,4/8/2020
"Đường Xã Đàn 2, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,59 m²,17 m,3.5 m,"74,58 triệu/m²",2020,8,4,4/8/2020
"Đường Nguyễn An Ninh, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,45 m²,10 m,4.5 m,"118,89 triệu/m²",2020,8,4,4/8/2020
"Đường Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,7,6 phòng,65 m²,10 m,5 m,200 triệu/m²,2020,8,4,4/8/2020
"Đường Quốc lộ 1A, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Tứ Hiệp,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,35 m²,12 m,3 m,"71,43 triệu/m²",2020,8,4,4/8/2020
"HOÀNG ĐẠO THÀNH, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,46 m²,12 m,3 m,"69,57 triệu/m²",2020,8,4,4/8/2020
"Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,46 m²,12 m,3 m,"97,83 triệu/m²",2020,8,4,4/8/2020
"đường ngã tư sở, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,46 m²,12 m,3 m,"78,26 triệu/m²",2020,8,4,4/8/2020
"11, Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,30 m²,9 m,3.5 m,"78,33 triệu/m²",2020,8,4,4/8/2020
"Đường Hoàng Ngân, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2 phòng,86 m²,15 m,5.7 m,"441,86 triệu/m²",2020,8,4,4/8/2020
"Đường Nguyễn Đức Cảnh, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,15 m,5.7 m,"102,22 triệu/m²",2020,8,4,4/8/2020
"Quang trung, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,32 m²,8 m,4 m,"56,25 triệu/m²",2020,8,4,4/8/2020
"Đường Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,8 m,4 m,"133,33 triệu/m²",2020,8,4,4/8/2020
"Đường Lê Trọng Tấn, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,1 phòng,24 m²,8 m,4 m,"66,67 triệu/m²",2020,8,4,4/8/2020
"nguyễn lân, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Phương Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,50 m²,8 m,4 m,136 triệu/m²,2020,8,4,4/8/2020
"vân hồ 3, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Lê Đại Hành,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,47 m²,8 m,4 m,"127,66 triệu/m²",2020,8,4,4/8/2020
"Đường Định Công||956, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,6 phòng,45 m²,8 m,4 m,110 triệu/m²,2020,8,4,4/8/2020
"Đường Khương Thượng, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,26 m²,8 m,4 m,"157,69 triệu/m²",2020,8,4,4/8/2020
"Đường Hoàng Văn Thái||652, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,40 m²,8 m,4 m,"162,5 triệu/m²",2020,8,4,4/8/2020
"Đường Thịnh Hào 1, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,22 m²,8 m,4 m,"88,64 triệu/m²",2020,8,4,4/8/2020
"GIẢI PHÓNG, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,41 m²,8 m,4 m,"92,68 triệu/m²",2020,8,4,4/8/2020
"kim đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,7,5 phòng,38 m²,12 m,3.5 m,"197,37 triệu/m²",2020,8,4,4/8/2020
"Đường Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,45 m²,12 m,3.5 m,"75,56 triệu/m²",2020,8,4,4/8/2020
"đường láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,6 phòng,40 m²,12 m,3.5 m,90 triệu/m²,2020,8,4,4/8/2020
"Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,43 m²,12 m,3.5 m,"79,07 triệu/m²",2020,8,4,4/8/2020
"Đường Phùng Hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,1,4 phòng,120 m²,12 m,3.5 m,"58,33 triệu/m²",2020,8,4,4/8/2020
"Đường Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,34 m²,12 m,3.5 m,100 triệu/m²,2020,8,4,4/8/2020
"Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,42 m²,12 m,3.5 m,"714,29 triệu/m²",2020,8,4,4/8/2020
"Kim Ngưu, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,40 m²,12 m,3.5 m,"87,5 triệu/m²",2020,8,4,4/8/2020
"Đường Đặng Văn Ngữ||350, Phường Trung Tự, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,46 m²,12 m,3.5 m,"91,3 triệu/m²",2020,8,4,4/8/2020
"Đường Trường Chinh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,37 m²,12 m,3.5 m,"81,08 triệu/m²",2020,8,4,4/8/2020
"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,35 m²,12 m,3.5 m,"102,86 triệu/m²",2020,8,4,4/8/2020
"Đường Minh Khai||555, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,42 m²,12 m,3.5 m,"80,95 triệu/m²",2020,8,4,4/8/2020
"Đường Nguyễn Thị Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,37 m²,12 m,3.5 m,"81,08 triệu/m²",2020,8,4,4/8/2020
"Đường Vĩnh Tuy||628, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,12 m,3.5 m,"94,29 triệu/m²",2020,8,4,4/8/2020
"Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,25 m²,12 m,3.5 m,"95,2 triệu/m²",2020,8,4,4/8/2020
"Đường Kim Giang, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,45 m²,12 m,3.5 m,"122,22 triệu/m²",2020,8,4,4/8/2020
"Đường Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,32 m²,8 m,4 m,"56,25 triệu/m²",2020,8,4,4/8/2020
"66, Đường Nguyễn Văn Cừ, Phường Long Biên, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Long Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3 phòng,43 m²,9 m,5 m,"88,37 triệu/m²",2020,8,4,4/8/2020
"Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Đội Cấn,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3 phòng,35 m²,9 m,3 m,"145,71 triệu/m²",2020,8,4,4/8/2020
"Đường Giáp Bát||965, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,443 m²,9 m,3 m,"7,67 triệu/m²",2020,8,4,4/8/2020
"Đường Giáp Bát, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,40 m²,9 m,3 m,75 triệu/m²,2020,8,4,4/8/2020
"Đường Đê Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,45 m²,9 m,3 m,"124,44 triệu/m²",2020,8,4,4/8/2020
"Đường Hoàng Hoa Thám, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,3,4 phòng,36 m²,7 m,5 m,"76,39 triệu/m²",2020,8,4,4/8/2020
"Đường Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,38 m²,7 m,5 m,"86,84 triệu/m²",2020,8,4,4/8/2020
"Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,34 m²,7 m,5 m,"88,24 triệu/m²",2020,8,4,4/8/2020
"Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,4,6 phòng,46 m²,7 m,5 m,"89,13 triệu/m²",2020,8,4,4/8/2020
"Đường Lãng Yên, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,35 m²,7 m,5 m,"88,57 triệu/m²",2020,8,4,4/8/2020
"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,35 m²,10 m,3.5 m,"105,71 triệu/m²",2020,8,4,4/8/2020
"thái hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,35.5 m²,10 m,3.55 m,"98,69 triệu/m²",2020,8,4,4/8/2020
"Đường Tam Trinh, Phường Mai Động, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Mai Động,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,30 m²,10 m,3.55 m,100 triệu/m²,2020,8,4,4/8/2020
"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,43 m²,10 m,3.55 m,"134,88 triệu/m²",2020,8,4,4/8/2020
"Đường Trần Khát Chân||610, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,35 m²,10 m,3.55 m,"88,57 triệu/m²",2020,8,4,4/8/2020
"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4 phòng,40 m²,10 m,3.5 m,"97,5 triệu/m²",2020,8,4,4/8/2020
"phú thượng, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Phú Thượng,Nhà phố liền kề,Đã có sổ,4,4 phòng,46.4 m²,10 m,3.5 m,"84,78 triệu/m²",2020,8,4,4/8/2020
"Đường Tây Sơn, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,6 phòng,50 m²,10 m,3.5 m,116 triệu/m²,2020,8,4,4/8/2020
"Đường Linh Lang, Phường Cống Vị, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,4,5 phòng,63 m²,13 m,4.5 m,"171,43 triệu/m²",2020,8,4,4/8/2020
"Lương Khánh Thiện, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,32 m²,13 m,4.5 m,"93,75 triệu/m²",2020,8,4,4/8/2020
"Đường Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,43 m²,13 m,4.5 m,"97,67 triệu/m²",2020,8,4,4/8/2020
"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,33 m²,13 m,4.5 m,"78,79 triệu/m²",2020,8,4,4/8/2020
"Đường Nguyễn Lương Bằng, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,46 m²,13 m,4.5 m,"92,39 triệu/m²",2020,8,4,4/8/2020
"Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,6,4 phòng,34 m²,13 m,4.5 m,100 triệu/m²,2020,8,4,4/8/2020
"Đường Trương Định||618, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,48 m²,11 m,4.5 m,"110,42 triệu/m²",2020,8,4,4/8/2020
"Nguyễn Văn trỗi, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Phương Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,4,2 phòng,57 m²,11 m,3 m,"61,4 triệu/m²",2020,8,4,4/8/2020
"Đường Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Định Công,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,39 m²,11 m,3.7 m,"71,79 triệu/m²",2020,8,4,4/8/2020
"Đường Hào Nam||363, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,46 m²,11 m,3.7 m,"105,43 triệu/m²",2020,8,4,4/8/2020
"đường láng hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,36 m²,11 m,3.7 m,"91,67 triệu/m²",2020,8,4,4/8/2020
"Đường Hoàng Văn Thái, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thượng Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,4,6 phòng,45 m²,8 m,5 m,"148,89 triệu/m²",2020,8,4,4/8/2020
"Đường Thanh Đàm, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thanh Trì,Nhà phố liền kề,Đã có sổ,5,3 phòng,33 m²,8 m,4 m,"77,27 triệu/m²",2020,8,4,4/8/2020
